০,\numbers\০.jpg,0
১,\numbers\১.jpg,1
১০,\numbers\১০.jpg,10
১০০০,\numbers\১০০০.jpg,1000
২,\numbers\২.jpg,2
২৫৬,\numbers\২৫৬.jpg,256
৩,\numbers\৩.jpg,3
৪,\numbers\৪.jpg,4
৫,\numbers\৫.jpg,5
৬,\numbers\৬.jpg,6
৭,\numbers\৭.jpg,7
৮,\numbers\৮.jpg,8
৮৯,\numbers\৮৯.jpg,89
৯,\numbers\৯.jpg,9
