১,1
২,2
৩,3
৪,4
৫,5
৬,6
৭,7
৮,8
৯,9
০,0
১০,10
৮৯,89
৪৬,46
২৫৬,256
৫৫৫,555
১০০০,1000
৫০০০০,50000
১০০৫০০,100500
